Causa de muerte (lista reducida);Sexo;Provincia de defunción;Total
016 Otros tumores malignos digestivos;Total;Huesca;5
016 Otros tumores malignos digestivos;Total;Jaén;13
016 Otros tumores malignos digestivos;Total;León;15
016 Otros tumores malignos digestivos;Total;Lleida;9
016 Otros tumores malignos digestivos;Total;Lugo;9
016 Otros tumores malignos digestivos;Total;Madrid;133
016 Otros tumores malignos digestivos;Total;Málaga;39
016 Otros tumores malignos digestivos;Total;Murcia;31
016 Otros tumores malignos digestivos;Total;Navarra;14
016 Otros tumores malignos digestivos;Total;Ourense;10
016 Otros tumores malignos digestivos;Total;Palencia;7
016 Otros tumores malignos digestivos;Total;Palmas, Las;19
016 Otros tumores malignos digestivos;Total;Pontevedra;19
016 Otros tumores malignos digestivos;Total;Rioja, La;10
016 Otros tumores malignos digestivos;Total;Salamanca;12
016 Otros tumores malignos digestivos;Total;Santa Cruz de Tenerife;28
016 Otros tumores malignos digestivos;Total;Segovia;4
016 Otros tumores malignos digestivos;Total;Sevilla;47
016 Otros tumores malignos digestivos;Total;Soria;2
016 Otros tumores malignos digestivos;Total;Tarragona;14
016 Otros tumores malignos digestivos;Total;Teruel;6
016 Otros tumores malignos digestivos;Total;Toledo;17
016 Otros tumores malignos digestivos;Total;Valencia/València;64
016 Otros tumores malignos digestivos;Total;Valladolid;10
016 Otros tumores malignos digestivos;Total;Zamora;4
016 Otros tumores malignos digestivos;Total;Zaragoza;23
016 Otros tumores malignos digestivos;Total;Ceuta;1
016 Otros tumores malignos digestivos;Total;Melilla;1
016 Otros tumores malignos digestivos;Hombres;Total;511
016 Otros tumores malignos digestivos;Hombres;Albacete;4
016 Otros tumores malignos digestivos;Hombres;Alicante/Alacant;9
016 Otros tumores malignos digestivos;Hombres;Almería;10
016 Otros tumores malignos digestivos;Hombres;Araba/Alava;7
016 Otros tumores malignos digestivos;Hombres;Asturias;15
016 Otros tumores malignos digestivos;Hombres;Avila;2
016 Otros tumores malignos digestivos;Hombres;Badajoz;7
016 Otros tumores malignos digestivos;Hombres;Balears, Illes;6
016 Otros tumores malignos digestivos;Hombres;Barcelona;45
016 Otros tumores malignos digestivos;Hombres;Bizkaia;14
016 Otros tumores malignos digestivos;Hombres;Burgos;2
016 Otros tumores malignos digestivos;Hombres;Cáceres;7
016 Otros tumores malignos digestivos;Hombres;Cádiz;18
016 Otros tumores malignos digestivos;Hombres;Cantabria;9
016 Otros tumores malignos digestivos;Hombres;Castellón/Castelló;5
016 Otros tumores malignos digestivos;Hombres;Ciudad Real;5
016 Otros tumores malignos digestivos;Hombres;Córdoba;6
016 Otros tumores malignos digestivos;Hombres;Coruña, A;12
016 Otros tumores malignos digestivos;Hombres;Cuenca;0
016 Otros tumores malignos digestivos;Hombres;Gipuzkoa;10
016 Otros tumores malignos digestivos;Hombres;Girona;10
016 Otros tumores malignos digestivos;Hombres;Granada;10
016 Otros tumores malignos digestivos;Hombres;Guadalajara;1
016 Otros tumores malignos digestivos;Hombres;Huelva;9
016 Otros tumores malignos digestivos;Hombres;Huesca;4
016 Otros tumores malignos digestivos;Hombres;Jaén;9
016 Otros tumores malignos digestivos;Hombres;León;7
016 Otros tumores malignos digestivos;Hombres;Lleida;4
016 Otros tumores malignos digestivos;Hombres;Lugo;3
016 Otros tumores malignos digestivos;Hombres;Madrid;68
016 Otros tumores malignos digestivos;Hombres;Málaga;15
016 Otros tumores malignos digestivos;Hombres;Murcia;18
016 Otros tumores malignos digestivos;Hombres;Navarra;6
016 Otros tumores malignos digestivos;Hombres;Ourense;6
016 Otros tumores malignos digestivos;Hombres;Palencia;1
016 Otros tumores malignos digestivos;Hombres;Palmas, Las;11
016 Otros tumores malignos digestivos;Hombres;Pontevedra;9
016 Otros tumores malignos digestivos;Hombres;Rioja, La;3
016 Otros tumores malignos digestivos;Hombres;Salamanca;9
016 Otros tumores malignos digestivos;Hombres;Santa Cruz de Tenerife;13
016 Otros tumores malignos digestivos;Hombres;Segovia;3
016 Otros tumores malignos digestivos;Hombres;Sevilla;24
016 Otros tumores malignos digestivos;Hombres;Soria;1
016 Otros tumores malignos digestivos;Hombres;Tarragona;8
016 Otros tumores malignos digestivos;Hombres;Teruel;4
016 Otros tumores malignos digestivos;Hombres;Toledo;8
016 Otros tumores malignos digestivos;Hombres;Valencia/València;34
016 Otros tumores malignos digestivos;Hombres;Valladolid;6
016 Otros tumores malignos digestivos;Hombres;Zamora;3
016 Otros tumores malignos digestivos;Hombres;Zaragoza;10
016 Otros tumores malignos digestivos;Hombres;Ceuta;0
016 Otros tumores malignos digestivos;Hombres;Melilla;1
016 Otros tumores malignos digestivos;Mujeres;Total;519
016 Otros tumores malignos digestivos;Mujeres;Albacete;6
016 Otros tumores malignos digestivos;Mujeres;Alicante/Alacant;18
016 Otros tumores malignos digestivos;Mujeres;Almería;7
016 Otros tumores malignos digestivos;Mujeres;Araba/Alava;6
016 Otros tumores malignos digestivos;Mujeres;Asturias;17
016 Otros tumores malignos digestivos;Mujeres;Avila;2
016 Otros tumores malignos digestivos;Mujeres;Badajoz;4
016 Otros tumores malignos digestivos;Mujeres;Balears, Illes;5
016 Otros tumores malignos digestivos;Mujeres;Barcelona;51
016 Otros tumores malignos digestivos;Mujeres;Bizkaia;12
016 Otros tumores malignos digestivos;Mujeres;Burgos;9
016 Otros tumores malignos digestivos;Mujeres;Cáceres;5
016 Otros tumores malignos digestivos;Mujeres;Cádiz;12
016 Otros tumores malignos digestivos;Mujeres;Cantabria;14
016 Otros tumores malignos digestivos;Mujeres;Castellón/Castelló;4
016 Otros tumores malignos digestivos;Mujeres;Ciudad Real;5
016 Otros tumores malignos digestivos;Mujeres;Córdoba;10
016 Otros tumores malignos digestivos;Mujeres;Coruña, A;14
016 Otros tumores malignos digestivos;Mujeres;Cuenca;2
016 Otros tumores malignos digestivos;Mujeres;Gipuzkoa;11
016 Otros tumores malignos digestivos;Mujeres;Girona;8
016 Otros tumores malignos digestivos;Mujeres;Granada;13
016 Otros tumores malignos digestivos;Mujeres;Guadalajara;2
016 Otros tumores malignos digestivos;Mujeres;Huelva;4
016 Otros tumores malignos digestivos;Mujeres;Huesca;1
016 Otros tumores malignos digestivos;Mujeres;Jaén;4
016 Otros tumores malignos digestivos;Mujeres;León;8
016 Otros tumores malignos digestivos;Mujeres;Lleida;5
016 Otros tumores malignos digestivos;Mujeres;Lugo;6
016 Otros tumores malignos digestivos;Mujeres;Madrid;65
016 Otros tumores malignos digestivos;Mujeres;Málaga;24
016 Otros tumores malignos digestivos;Mujeres;Murcia;13
016 Otros tumores malignos digestivos;Mujeres;Navarra;8
016 Otros tumores malignos digestivos;Mujeres;Ourense;4
016 Otros tumores malignos digestivos;Mujeres;Palencia;6
016 Otros tumores malignos digestivos;Mujeres;Palmas, Las;8
016 Otros tumores malignos digestivos;Mujeres;Pontevedra;10
016 Otros tumores malignos digestivos;Mujeres;Rioja, La;7
016 Otros tumores malignos digestivos;Mujeres;Salamanca;3
016 Otros tumores malignos digestivos;Mujeres;Santa Cruz de Tenerife;15
016 Otros tumores malignos digestivos;Mujeres;Segovia;1
016 Otros tumores malignos digestivos;Mujeres;Sevilla;23
016 Otros tumores malignos digestivos;Mujeres;Soria;1
016 Otros tumores malignos digestivos;Mujeres;Tarragona;6
016 Otros tumores malignos digestivos;Mujeres;Teruel;2
016 Otros tumores malignos digestivos;Mujeres;Toledo;9
016 Otros tumores malignos digestivos;Mujeres;Valencia/València;30
016 Otros tumores malignos digestivos;Mujeres;Valladolid;4
016 Otros tumores malignos digestivos;Mujeres;Zamora;1
016 Otros tumores malignos digestivos;Mujeres;Zaragoza;13
016 Otros tumores malignos digestivos;Mujeres;Ceuta;1
016 Otros tumores malignos digestivos;Mujeres;Melilla;0
017 Tumor maligno de la laringe;Total;Total;523
017 Tumor maligno de la laringe;Total;Albacete;4
017 Tumor maligno de la laringe;Total;Alicante/Alacant;26
017 Tumor maligno de la laringe;Total;Almería;11
017 Tumor maligno de la laringe;Total;Araba/Alava;3
017 Tumor maligno de la laringe;Total;Asturias;15
017 Tumor maligno de la laringe;Total;Avila;1
017 Tumor maligno de la laringe;Total;Badajoz;4
017 Tumor maligno de la laringe;Total;Balears, Illes;15
017 Tumor maligno de la laringe;Total;Barcelona;50
017 Tumor maligno de la laringe;Total;Bizkaia;18
017 Tumor maligno de la laringe;Total;Burgos;6
017 Tumor maligno de la laringe;Total;Cáceres;7
017 Tumor maligno de la laringe;Total;Cádiz;20
017 Tumor maligno de la laringe;Total;Cantabria;5
017 Tumor maligno de la laringe;Total;Castellón/Castelló;2
017 Tumor maligno de la laringe;Total;Ciudad Real;4
017 Tumor maligno de la laringe;Total;Córdoba;9
017 Tumor maligno de la laringe;Total;Coruña, A;16
017 Tumor maligno de la laringe;Total;Cuenca;2
017 Tumor maligno de la laringe;Total;Gipuzkoa;9
017 Tumor maligno de la laringe;Total;Girona;7
017 Tumor maligno de la laringe;Total;Granada;18
017 Tumor maligno de la laringe;Total;Guadalajara;1
017 Tumor maligno de la laringe;Total;Huelva;6
017 Tumor maligno de la laringe;Total;Huesca;2
017 Tumor maligno de la laringe;Total;Jaén;11
017 Tumor maligno de la laringe;Total;León;6
017 Tumor maligno de la laringe;Total;Lleida;7
017 Tumor maligno de la laringe;Total;Lugo;3
017 Tumor maligno de la laringe;Total;Madrid;46
017 Tumor maligno de la laringe;Total;Málaga;17
017 Tumor maligno de la laringe;Total;Murcia;11
017 Tumor maligno de la laringe;Total;Navarra;3
017 Tumor maligno de la laringe;Total;Ourense;5
017 Tumor maligno de la laringe;Total;Palencia;4
017 Tumor maligno de la laringe;Total;Palmas, Las;20
017 Tumor maligno de la laringe;Total;Pontevedra;11
017 Tumor maligno de la laringe;Total;Rioja, La;6
017 Tumor maligno de la laringe;Total;Salamanca;6
017 Tumor maligno de la laringe;Total;Santa Cruz de Tenerife;9
017 Tumor maligno de la laringe;Total;Segovia;4
017 Tumor maligno de la laringe;Total;Sevilla;21
017 Tumor maligno de la laringe;Total;Soria;1
017 Tumor maligno de la laringe;Total;Tarragona;5
017 Tumor maligno de la laringe;Total;Teruel;4
017 Tumor maligno de la laringe;Total;Toledo;9
017 Tumor maligno de la laringe;Total;Valencia/València;30
017 Tumor maligno de la laringe;Total;Valladolid;6
017 Tumor maligno de la laringe;Total;Zamora;3
017 Tumor maligno de la laringe;Total;Zaragoza;10
017 Tumor maligno de la laringe;Total;Ceuta;3
017 Tumor maligno de la laringe;Total;Melilla;1
017 Tumor maligno de la laringe;Hombres;Total;479
017 Tumor maligno de la laringe;Hombres;Albacete;4
017 Tumor maligno de la laringe;Hombres;Alicante/Alacant;22
017 Tumor maligno de la laringe;Hombres;Almería;11
017 Tumor maligno de la laringe;Hombres;Araba/Alava;2
017 Tumor maligno de la laringe;Hombres;Asturias;15
017 Tumor maligno de la laringe;Hombres;Avila;1
017 Tumor maligno de la laringe;Hombres;Badajoz;4
017 Tumor maligno de la laringe;Hombres;Balears, Illes;13
017 Tumor maligno de la laringe;Hombres;Barcelona;47
017 Tumor maligno de la laringe;Hombres;Bizkaia;16
017 Tumor maligno de la laringe;Hombres;Burgos;6
017 Tumor maligno de la laringe;Hombres;Cáceres;7
017 Tumor maligno de la laringe;Hombres;Cádiz;19
017 Tumor maligno de la laringe;Hombres;Cantabria;5
017 Tumor maligno de la laringe;Hombres;Castellón/Castelló;1
017 Tumor maligno de la laringe;Hombres;Ciudad Real;4
017 Tumor maligno de la laringe;Hombres;Córdoba;7
017 Tumor maligno de la laringe;Hombres;Coruña, A;13
017 Tumor maligno de la laringe;Hombres;Cuenca;2
017 Tumor maligno de la laringe;Hombres;Gipuzkoa;9
017 Tumor maligno de la laringe;Hombres;Girona;7
017 Tumor maligno de la laringe;Hombres;Granada;18
017 Tumor maligno de la laringe;Hombres;Guadalajara;1
017 Tumor maligno de la laringe;Hombres;Huelva;6
017 Tumor maligno de la laringe;Hombres;Huesca;2
017 Tumor maligno de la laringe;Hombres;Jaén;9
017 Tumor maligno de la laringe;Hombres;León;5
017 Tumor maligno de la laringe;Hombres;Lleida;7
017 Tumor maligno de la laringe;Hombres;Lugo;2
017 Tumor maligno de la laringe;Hombres;Madrid;42
017 Tumor maligno de la laringe;Hombres;Málaga;15
017 Tumor maligno de la laringe;Hombres;Murcia;10
017 Tumor maligno de la laringe;Hombres;Navarra;3
017 Tumor maligno de la laringe;Hombres;Ourense;5
017 Tumor maligno de la laringe;Hombres;Palencia;4
017 Tumor maligno de la laringe;Hombres;Palmas, Las;20
017 Tumor maligno de la laringe;Hombres;Pontevedra;10
017 Tumor maligno de la laringe;Hombres;Rioja, La;4
017 Tumor maligno de la laringe;Hombres;Salamanca;6
017 Tumor maligno de la laringe;Hombres;Santa Cruz de Tenerife;9
017 Tumor maligno de la laringe;Hombres;Segovia;4
017 Tumor maligno de la laringe;Hombres;Sevilla;17
017 Tumor maligno de la laringe;Hombres;Soria;1
017 Tumor maligno de la laringe;Hombres;Tarragona;4
017 Tumor maligno de la laringe;Hombres;Teruel;3
017 Tumor maligno de la laringe;Hombres;Toledo;9
017 Tumor maligno de la laringe;Hombres;Valencia/València;28
017 Tumor maligno de la laringe;Hombres;Valladolid;5
017 Tumor maligno de la laringe;Hombres;Zamora;3
017 Tumor maligno de la laringe;Hombres;Zaragoza;8
017 Tumor maligno de la laringe;Hombres;Ceuta;3
017 Tumor maligno de la laringe;Hombres;Melilla;1
017 Tumor maligno de la laringe;Mujeres;Total;44
017 Tumor maligno de la laringe;Mujeres;Albacete;0
017 Tumor maligno de la laringe;Mujeres;Alicante/Alacant;4
017 Tumor maligno de la laringe;Mujeres;Almería;0
017 Tumor maligno de la laringe;Mujeres;Araba/Alava;1
017 Tumor maligno de la laringe;Mujeres;Asturias;0
017 Tumor maligno de la laringe;Mujeres;Avila;0
017 Tumor maligno de la laringe;Mujeres;Badajoz;0
017 Tumor maligno de la laringe;Mujeres;Balears, Illes;2
017 Tumor maligno de la laringe;Mujeres;Barcelona;3
017 Tumor maligno de la laringe;Mujeres;Bizkaia;2
017 Tumor maligno de la laringe;Mujeres;Burgos;0
017 Tumor maligno de la laringe;Mujeres;Cáceres;0
017 Tumor maligno de la laringe;Mujeres;Cádiz;1
017 Tumor maligno de la laringe;Mujeres;Cantabria;0
017 Tumor maligno de la laringe;Mujeres;Castellón/Castelló;1
017 Tumor maligno de la laringe;Mujeres;Ciudad Real;0
017 Tumor maligno de la laringe;Mujeres;Córdoba;2
017 Tumor maligno de la laringe;Mujeres;Coruña, A;3
017 Tumor maligno de la laringe;Mujeres;Cuenca;0
017 Tumor maligno de la laringe;Mujeres;Gipuzkoa;0
017 Tumor maligno de la laringe;Mujeres;Girona;0
017 Tumor maligno de la laringe;Mujeres;Granada;0
017 Tumor maligno de la laringe;Mujeres;Guadalajara;0
017 Tumor maligno de la laringe;Mujeres;Huelva;0
017 Tumor maligno de la laringe;Mujeres;Huesca;0
017 Tumor maligno de la laringe;Mujeres;Jaén;2
017 Tumor maligno de la laringe;Mujeres;León;1
017 Tumor maligno de la laringe;Mujeres;Lleida;0
017 Tumor maligno de la laringe;Mujeres;Lugo;1
017 Tumor maligno de la laringe;Mujeres;Madrid;4
017 Tumor maligno de la laringe;Mujeres;Málaga;2
017 Tumor maligno de la laringe;Mujeres;Murcia;1
017 Tumor maligno de la laringe;Mujeres;Navarra;0
017 Tumor maligno de la laringe;Mujeres;Ourense;0
017 Tumor maligno de la laringe;Mujeres;Palencia;0
017 Tumor maligno de la laringe;Mujeres;Palmas, Las;0
017 Tumor maligno de la laringe;Mujeres;Pontevedra;1
017 Tumor maligno de la laringe;Mujeres;Rioja, La;2
017 Tumor maligno de la laringe;Mujeres;Salamanca;0
017 Tumor maligno de la laringe;Mujeres;Santa Cruz de Tenerife;0
017 Tumor maligno de la laringe;Mujeres;Segovia;0
017 Tumor maligno de la laringe;Mujeres;Sevilla;4
017 Tumor maligno de la laringe;Mujeres;Soria;0
017 Tumor maligno de la laringe;Mujeres;Tarragona;1
017 Tumor maligno de la laringe;Mujeres;Teruel;1
017 Tumor maligno de la laringe;Mujeres;Toledo;0
017 Tumor maligno de la laringe;Mujeres;Valencia/València;2
017 Tumor maligno de la laringe;Mujeres;Valladolid;1
017 Tumor maligno de la laringe;Mujeres;Zamora;0
017 Tumor maligno de la laringe;Mujeres;Zaragoza;2
017 Tumor maligno de la laringe;Mujeres;Ceuta;0
017 Tumor maligno de la laringe;Mujeres;Melilla;0
018 Tumor maligno de la tráquea, de los bronquios y del pulmón;Total;Total;9147
018 Tumor maligno de la tráquea, de los bronquios y del pulmón;Total;Albacete;70
