Causa de muerte (lista reducida);Sexo;Provincia de defunción;Total
077 Enfermedades del riñón y del uréter;Mujeres;Tarragona;41
077 Enfermedades del riñón y del uréter;Mujeres;Teruel;6
077 Enfermedades del riñón y del uréter;Mujeres;Toledo;42
077 Enfermedades del riñón y del uréter;Mujeres;Valencia/València;111
077 Enfermedades del riñón y del uréter;Mujeres;Valladolid;20
077 Enfermedades del riñón y del uréter;Mujeres;Zamora;11
077 Enfermedades del riñón y del uréter;Mujeres;Zaragoza;50
077 Enfermedades del riñón y del uréter;Mujeres;Ceuta;1
077 Enfermedades del riñón y del uréter;Mujeres;Melilla;4
078 Enfermedades de los órganos genitales masculinos;Total;Total;170
078 Enfermedades de los órganos genitales masculinos;Total;Albacete;1
078 Enfermedades de los órganos genitales masculinos;Total;Alicante/Alacant;11
078 Enfermedades de los órganos genitales masculinos;Total;Almería;2
078 Enfermedades de los órganos genitales masculinos;Total;Araba/Alava;4
078 Enfermedades de los órganos genitales masculinos;Total;Asturias;3
078 Enfermedades de los órganos genitales masculinos;Total;Avila;3
078 Enfermedades de los órganos genitales masculinos;Total;Badajoz;0
078 Enfermedades de los órganos genitales masculinos;Total;Balears, Illes;3
078 Enfermedades de los órganos genitales masculinos;Total;Barcelona;33
078 Enfermedades de los órganos genitales masculinos;Total;Bizkaia;7
078 Enfermedades de los órganos genitales masculinos;Total;Burgos;1
078 Enfermedades de los órganos genitales masculinos;Total;Cáceres;1
078 Enfermedades de los órganos genitales masculinos;Total;Cádiz;5
078 Enfermedades de los órganos genitales masculinos;Total;Cantabria;3
078 Enfermedades de los órganos genitales masculinos;Total;Castellón/Castelló;3
078 Enfermedades de los órganos genitales masculinos;Total;Ciudad Real;2
078 Enfermedades de los órganos genitales masculinos;Total;Córdoba;5
078 Enfermedades de los órganos genitales masculinos;Total;Coruña, A;3
078 Enfermedades de los órganos genitales masculinos;Total;Cuenca;0
078 Enfermedades de los órganos genitales masculinos;Total;Gipuzkoa;1
078 Enfermedades de los órganos genitales masculinos;Total;Girona;2
078 Enfermedades de los órganos genitales masculinos;Total;Granada;4
078 Enfermedades de los órganos genitales masculinos;Total;Guadalajara;0
078 Enfermedades de los órganos genitales masculinos;Total;Huelva;0
078 Enfermedades de los órganos genitales masculinos;Total;Huesca;0
078 Enfermedades de los órganos genitales masculinos;Total;Jaén;2
078 Enfermedades de los órganos genitales masculinos;Total;León;1
078 Enfermedades de los órganos genitales masculinos;Total;Lleida;0
078 Enfermedades de los órganos genitales masculinos;Total;Lugo;1
078 Enfermedades de los órganos genitales masculinos;Total;Madrid;22
078 Enfermedades de los órganos genitales masculinos;Total;Málaga;3
078 Enfermedades de los órganos genitales masculinos;Total;Murcia;4
078 Enfermedades de los órganos genitales masculinos;Total;Navarra;0
078 Enfermedades de los órganos genitales masculinos;Total;Ourense;1
078 Enfermedades de los órganos genitales masculinos;Total;Palencia;3
078 Enfermedades de los órganos genitales masculinos;Total;Palmas, Las;2
078 Enfermedades de los órganos genitales masculinos;Total;Pontevedra;0
078 Enfermedades de los órganos genitales masculinos;Total;Rioja, La;3
078 Enfermedades de los órganos genitales masculinos;Total;Salamanca;1
078 Enfermedades de los órganos genitales masculinos;Total;Santa Cruz de Tenerife;2
078 Enfermedades de los órganos genitales masculinos;Total;Segovia;1
078 Enfermedades de los órganos genitales masculinos;Total;Sevilla;6
078 Enfermedades de los órganos genitales masculinos;Total;Soria;2
078 Enfermedades de los órganos genitales masculinos;Total;Tarragona;3
078 Enfermedades de los órganos genitales masculinos;Total;Teruel;0
078 Enfermedades de los órganos genitales masculinos;Total;Toledo;0
078 Enfermedades de los órganos genitales masculinos;Total;Valencia/València;11
078 Enfermedades de los órganos genitales masculinos;Total;Valladolid;2
078 Enfermedades de los órganos genitales masculinos;Total;Zamora;0
078 Enfermedades de los órganos genitales masculinos;Total;Zaragoza;2
078 Enfermedades de los órganos genitales masculinos;Total;Ceuta;1
078 Enfermedades de los órganos genitales masculinos;Total;Melilla;0
078 Enfermedades de los órganos genitales masculinos;Hombres;Total;170
078 Enfermedades de los órganos genitales masculinos;Hombres;Albacete;1
078 Enfermedades de los órganos genitales masculinos;Hombres;Alicante/Alacant;11
078 Enfermedades de los órganos genitales masculinos;Hombres;Almería;2
078 Enfermedades de los órganos genitales masculinos;Hombres;Araba/Alava;4
078 Enfermedades de los órganos genitales masculinos;Hombres;Asturias;3
078 Enfermedades de los órganos genitales masculinos;Hombres;Avila;3
078 Enfermedades de los órganos genitales masculinos;Hombres;Badajoz;0
078 Enfermedades de los órganos genitales masculinos;Hombres;Balears, Illes;3
078 Enfermedades de los órganos genitales masculinos;Hombres;Barcelona;33
078 Enfermedades de los órganos genitales masculinos;Hombres;Bizkaia;7
078 Enfermedades de los órganos genitales masculinos;Hombres;Burgos;1
078 Enfermedades de los órganos genitales masculinos;Hombres;Cáceres;1
078 Enfermedades de los órganos genitales masculinos;Hombres;Cádiz;5
078 Enfermedades de los órganos genitales masculinos;Hombres;Cantabria;3
078 Enfermedades de los órganos genitales masculinos;Hombres;Castellón/Castelló;3
078 Enfermedades de los órganos genitales masculinos;Hombres;Ciudad Real;2
078 Enfermedades de los órganos genitales masculinos;Hombres;Córdoba;5
078 Enfermedades de los órganos genitales masculinos;Hombres;Coruña, A;3
078 Enfermedades de los órganos genitales masculinos;Hombres;Cuenca;0
078 Enfermedades de los órganos genitales masculinos;Hombres;Gipuzkoa;1
078 Enfermedades de los órganos genitales masculinos;Hombres;Girona;2
078 Enfermedades de los órganos genitales masculinos;Hombres;Granada;4
078 Enfermedades de los órganos genitales masculinos;Hombres;Guadalajara;0
078 Enfermedades de los órganos genitales masculinos;Hombres;Huelva;0
078 Enfermedades de los órganos genitales masculinos;Hombres;Huesca;0
078 Enfermedades de los órganos genitales masculinos;Hombres;Jaén;2
078 Enfermedades de los órganos genitales masculinos;Hombres;León;1
078 Enfermedades de los órganos genitales masculinos;Hombres;Lleida;0
078 Enfermedades de los órganos genitales masculinos;Hombres;Lugo;1
078 Enfermedades de los órganos genitales masculinos;Hombres;Madrid;22
078 Enfermedades de los órganos genitales masculinos;Hombres;Málaga;3
078 Enfermedades de los órganos genitales masculinos;Hombres;Murcia;4
078 Enfermedades de los órganos genitales masculinos;Hombres;Navarra;0
078 Enfermedades de los órganos genitales masculinos;Hombres;Ourense;1
078 Enfermedades de los órganos genitales masculinos;Hombres;Palencia;3
078 Enfermedades de los órganos genitales masculinos;Hombres;Palmas, Las;2
078 Enfermedades de los órganos genitales masculinos;Hombres;Pontevedra;0
078 Enfermedades de los órganos genitales masculinos;Hombres;Rioja, La;3
078 Enfermedades de los órganos genitales masculinos;Hombres;Salamanca;1
078 Enfermedades de los órganos genitales masculinos;Hombres;Santa Cruz de Tenerife;2
078 Enfermedades de los órganos genitales masculinos;Hombres;Segovia;1
078 Enfermedades de los órganos genitales masculinos;Hombres;Sevilla;6
078 Enfermedades de los órganos genitales masculinos;Hombres;Soria;2
078 Enfermedades de los órganos genitales masculinos;Hombres;Tarragona;3
078 Enfermedades de los órganos genitales masculinos;Hombres;Teruel;0
078 Enfermedades de los órganos genitales masculinos;Hombres;Toledo;0
078 Enfermedades de los órganos genitales masculinos;Hombres;Valencia/València;11
078 Enfermedades de los órganos genitales masculinos;Hombres;Valladolid;2
078 Enfermedades de los órganos genitales masculinos;Hombres;Zamora;0
078 Enfermedades de los órganos genitales masculinos;Hombres;Zaragoza;2
078 Enfermedades de los órganos genitales masculinos;Hombres;Ceuta;1
078 Enfermedades de los órganos genitales masculinos;Hombres;Melilla;0
078 Enfermedades de los órganos genitales masculinos;Mujeres;Total;0
078 Enfermedades de los órganos genitales masculinos;Mujeres;Albacete;0
078 Enfermedades de los órganos genitales masculinos;Mujeres;Alicante/Alacant;0
078 Enfermedades de los órganos genitales masculinos;Mujeres;Almería;0
078 Enfermedades de los órganos genitales masculinos;Mujeres;Araba/Alava;0
078 Enfermedades de los órganos genitales masculinos;Mujeres;Asturias;0
078 Enfermedades de los órganos genitales masculinos;Mujeres;Avila;0
078 Enfermedades de los órganos genitales masculinos;Mujeres;Badajoz;0
078 Enfermedades de los órganos genitales masculinos;Mujeres;Balears, Illes;0
078 Enfermedades de los órganos genitales masculinos;Mujeres;Barcelona;0
078 Enfermedades de los órganos genitales masculinos;Mujeres;Bizkaia;0
078 Enfermedades de los órganos genitales masculinos;Mujeres;Burgos;0
078 Enfermedades de los órganos genitales masculinos;Mujeres;Cáceres;0
078 Enfermedades de los órganos genitales masculinos;Mujeres;Cádiz;0
078 Enfermedades de los órganos genitales masculinos;Mujeres;Cantabria;0
078 Enfermedades de los órganos genitales masculinos;Mujeres;Castellón/Castelló;0
078 Enfermedades de los órganos genitales masculinos;Mujeres;Ciudad Real;0
078 Enfermedades de los órganos genitales masculinos;Mujeres;Córdoba;0
078 Enfermedades de los órganos genitales masculinos;Mujeres;Coruña, A;0
078 Enfermedades de los órganos genitales masculinos;Mujeres;Cuenca;0
078 Enfermedades de los órganos genitales masculinos;Mujeres;Gipuzkoa;0
078 Enfermedades de los órganos genitales masculinos;Mujeres;Girona;0
078 Enfermedades de los órganos genitales masculinos;Mujeres;Granada;0
078 Enfermedades de los órganos genitales masculinos;Mujeres;Guadalajara;0
078 Enfermedades de los órganos genitales masculinos;Mujeres;Huelva;0
078 Enfermedades de los órganos genitales masculinos;Mujeres;Huesca;0
078 Enfermedades de los órganos genitales masculinos;Mujeres;Jaén;0
078 Enfermedades de los órganos genitales masculinos;Mujeres;León;0
078 Enfermedades de los órganos genitales masculinos;Mujeres;Lleida;0
078 Enfermedades de los órganos genitales masculinos;Mujeres;Lugo;0
078 Enfermedades de los órganos genitales masculinos;Mujeres;Madrid;0
078 Enfermedades de los órganos genitales masculinos;Mujeres;Málaga;0
078 Enfermedades de los órganos genitales masculinos;Mujeres;Murcia;0
078 Enfermedades de los órganos genitales masculinos;Mujeres;Navarra;0
078 Enfermedades de los órganos genitales masculinos;Mujeres;Ourense;0
078 Enfermedades de los órganos genitales masculinos;Mujeres;Palencia;0
078 Enfermedades de los órganos genitales masculinos;Mujeres;Palmas, Las;0
078 Enfermedades de los órganos genitales masculinos;Mujeres;Pontevedra;0
078 Enfermedades de los órganos genitales masculinos;Mujeres;Rioja, La;0
078 Enfermedades de los órganos genitales masculinos;Mujeres;Salamanca;0
078 Enfermedades de los órganos genitales masculinos;Mujeres;Santa Cruz de Tenerife;0
078 Enfermedades de los órganos genitales masculinos;Mujeres;Segovia;0
078 Enfermedades de los órganos genitales masculinos;Mujeres;Sevilla;0
078 Enfermedades de los órganos genitales masculinos;Mujeres;Soria;0
078 Enfermedades de los órganos genitales masculinos;Mujeres;Tarragona;0
078 Enfermedades de los órganos genitales masculinos;Mujeres;Teruel;0
078 Enfermedades de los órganos genitales masculinos;Mujeres;Toledo;0
078 Enfermedades de los órganos genitales masculinos;Mujeres;Valencia/València;0
078 Enfermedades de los órganos genitales masculinos;Mujeres;Valladolid;0
078 Enfermedades de los órganos genitales masculinos;Mujeres;Zamora;0
078 Enfermedades de los órganos genitales masculinos;Mujeres;Zaragoza;0
078 Enfermedades de los órganos genitales masculinos;Mujeres;Ceuta;0
078 Enfermedades de los órganos genitales masculinos;Mujeres;Melilla;0
079 Enfermedades de los órganos genitales femeninos y trastornos de la mama;Total;Total;59
079 Enfermedades de los órganos genitales femeninos y trastornos de la mama;Total;Albacete;0
079 Enfermedades de los órganos genitales femeninos y trastornos de la mama;Total;Alicante/Alacant;2
079 Enfermedades de los órganos genitales femeninos y trastornos de la mama;Total;Almería;2
079 Enfermedades de los órganos genitales femeninos y trastornos de la mama;Total;Araba/Alava;0
079 Enfermedades de los órganos genitales femeninos y trastornos de la mama;Total;Asturias;4
079 Enfermedades de los órganos genitales femeninos y trastornos de la mama;Total;Avila;0
079 Enfermedades de los órganos genitales femeninos y trastornos de la mama;Total;Badajoz;2
079 Enfermedades de los órganos genitales femeninos y trastornos de la mama;Total;Balears, Illes;1
079 Enfermedades de los órganos genitales femeninos y trastornos de la mama;Total;Barcelona;6
079 Enfermedades de los órganos genitales femeninos y trastornos de la mama;Total;Bizkaia;2
079 Enfermedades de los órganos genitales femeninos y trastornos de la mama;Total;Burgos;1
079 Enfermedades de los órganos genitales femeninos y trastornos de la mama;Total;Cáceres;0
079 Enfermedades de los órganos genitales femeninos y trastornos de la mama;Total;Cádiz;0
079 Enfermedades de los órganos genitales femeninos y trastornos de la mama;Total;Cantabria;1
079 Enfermedades de los órganos genitales femeninos y trastornos de la mama;Total;Castellón/Castelló;1
079 Enfermedades de los órganos genitales femeninos y trastornos de la mama;Total;Ciudad Real;0
079 Enfermedades de los órganos genitales femeninos y trastornos de la mama;Total;Córdoba;1
079 Enfermedades de los órganos genitales femeninos y trastornos de la mama;Total;Coruña, A;0
079 Enfermedades de los órganos genitales femeninos y trastornos de la mama;Total;Cuenca;1
079 Enfermedades de los órganos genitales femeninos y trastornos de la mama;Total;Gipuzkoa;0
079 Enfermedades de los órganos genitales femeninos y trastornos de la mama;Total;Girona;2
079 Enfermedades de los órganos genitales femeninos y trastornos de la mama;Total;Granada;0
079 Enfermedades de los órganos genitales femeninos y trastornos de la mama;Total;Guadalajara;0
079 Enfermedades de los órganos genitales femeninos y trastornos de la mama;Total;Huelva;1
079 Enfermedades de los órganos genitales femeninos y trastornos de la mama;Total;Huesca;0
079 Enfermedades de los órganos genitales femeninos y trastornos de la mama;Total;Jaén;2
079 Enfermedades de los órganos genitales femeninos y trastornos de la mama;Total;León;3
079 Enfermedades de los órganos genitales femeninos y trastornos de la mama;Total;Lleida;0
079 Enfermedades de los órganos genitales femeninos y trastornos de la mama;Total;Lugo;0
079 Enfermedades de los órganos genitales femeninos y trastornos de la mama;Total;Madrid;5
079 Enfermedades de los órganos genitales femeninos y trastornos de la mama;Total;Málaga;1
079 Enfermedades de los órganos genitales femeninos y trastornos de la mama;Total;Murcia;0
079 Enfermedades de los órganos genitales femeninos y trastornos de la mama;Total;Navarra;0
079 Enfermedades de los órganos genitales femeninos y trastornos de la mama;Total;Ourense;1
079 Enfermedades de los órganos genitales femeninos y trastornos de la mama;Total;Palencia;0
079 Enfermedades de los órganos genitales femeninos y trastornos de la mama;Total;Palmas, Las;2
079 Enfermedades de los órganos genitales femeninos y trastornos de la mama;Total;Pontevedra;2
079 Enfermedades de los órganos genitales femeninos y trastornos de la mama;Total;Rioja, La;0
079 Enfermedades de los órganos genitales femeninos y trastornos de la mama;Total;Salamanca;1
079 Enfermedades de los órganos genitales femeninos y trastornos de la mama;Total;Santa Cruz de Tenerife;1
079 Enfermedades de los órganos genitales femeninos y trastornos de la mama;Total;Segovia;0
079 Enfermedades de los órganos genitales femeninos y trastornos de la mama;Total;Sevilla;1
079 Enfermedades de los órganos genitales femeninos y trastornos de la mama;Total;Soria;0
079 Enfermedades de los órganos genitales femeninos y trastornos de la mama;Total;Tarragona;2
079 Enfermedades de los órganos genitales femeninos y trastornos de la mama;Total;Teruel;0
079 Enfermedades de los órganos genitales femeninos y trastornos de la mama;Total;Toledo;3
079 Enfermedades de los órganos genitales femeninos y trastornos de la mama;Total;Valencia/València;5
079 Enfermedades de los órganos genitales femeninos y trastornos de la mama;Total;Valladolid;0
079 Enfermedades de los órganos genitales femeninos y trastornos de la mama;Total;Zamora;0
079 Enfermedades de los órganos genitales femeninos y trastornos de la mama;Total;Zaragoza;2
079 Enfermedades de los órganos genitales femeninos y trastornos de la mama;Total;Ceuta;1
079 Enfermedades de los órganos genitales femeninos y trastornos de la mama;Total;Melilla;0
079 Enfermedades de los órganos genitales femeninos y trastornos de la mama;Hombres;Total;0
079 Enfermedades de los órganos genitales femeninos y trastornos de la mama;Hombres;Albacete;0
079 Enfermedades de los órganos genitales femeninos y trastornos de la mama;Hombres;Alicante/Alacant;0
079 Enfermedades de los órganos genitales femeninos y trastornos de la mama;Hombres;Almería;0
079 Enfermedades de los órganos genitales femeninos y trastornos de la mama;Hombres;Araba/Alava;0
079 Enfermedades de los órganos genitales femeninos y trastornos de la mama;Hombres;Asturias;0
079 Enfermedades de los órganos genitales femeninos y trastornos de la mama;Hombres;Avila;0
079 Enfermedades de los órganos genitales femeninos y trastornos de la mama;Hombres;Badajoz;0
079 Enfermedades de los órganos genitales femeninos y trastornos de la mama;Hombres;Balears, Illes;0
079 Enfermedades de los órganos genitales femeninos y trastornos de la mama;Hombres;Barcelona;0
079 Enfermedades de los órganos genitales femeninos y trastornos de la mama;Hombres;Bizkaia;0
079 Enfermedades de los órganos genitales femeninos y trastornos de la mama;Hombres;Burgos;0
079 Enfermedades de los órganos genitales femeninos y trastornos de la mama;Hombres;Cáceres;0
079 Enfermedades de los órganos genitales femeninos y trastornos de la mama;Hombres;Cádiz;0
079 Enfermedades de los órganos genitales femeninos y trastornos de la mama;Hombres;Cantabria;0
079 Enfermedades de los órganos genitales femeninos y trastornos de la mama;Hombres;Castellón/Castelló;0
079 Enfermedades de los órganos genitales femeninos y trastornos de la mama;Hombres;Ciudad Real;0
079 Enfermedades de los órganos genitales femeninos y trastornos de la mama;Hombres;Córdoba;0
079 Enfermedades de los órganos genitales femeninos y trastornos de la mama;Hombres;Coruña, A;0
079 Enfermedades de los órganos genitales femeninos y trastornos de la mama;Hombres;Cuenca;0
079 Enfermedades de los órganos genitales femeninos y trastornos de la mama;Hombres;Gipuzkoa;0
079 Enfermedades de los órganos genitales femeninos y trastornos de la mama;Hombres;Girona;0
079 Enfermedades de los órganos genitales femeninos y trastornos de la mama;Hombres;Granada;0
079 Enfermedades de los órganos genitales femeninos y trastornos de la mama;Hombres;Guadalajara;0
079 Enfermedades de los órganos genitales femeninos y trastornos de la mama;Hombres;Huelva;0
079 Enfermedades de los órganos genitales femeninos y trastornos de la mama;Hombres;Huesca;0
079 Enfermedades de los órganos genitales femeninos y trastornos de la mama;Hombres;Jaén;0
079 Enfermedades de los órganos genitales femeninos y trastornos de la mama;Hombres;León;0
079 Enfermedades de los órganos genitales femeninos y trastornos de la mama;Hombres;Lleida;0
079 Enfermedades de los órganos genitales femeninos y trastornos de la mama;Hombres;Lugo;0
079 Enfermedades de los órganos genitales femeninos y trastornos de la mama;Hombres;Madrid;0
079 Enfermedades de los órganos genitales femeninos y trastornos de la mama;Hombres;Málaga;0
079 Enfermedades de los órganos genitales femeninos y trastornos de la mama;Hombres;Murcia;0
079 Enfermedades de los órganos genitales femeninos y trastornos de la mama;Hombres;Navarra;0
079 Enfermedades de los órganos genitales femeninos y trastornos de la mama;Hombres;Ourense;0
079 Enfermedades de los órganos genitales femeninos y trastornos de la mama;Hombres;Palencia;0
079 Enfermedades de los órganos genitales femeninos y trastornos de la mama;Hombres;Palmas, Las;0
079 Enfermedades de los órganos genitales femeninos y trastornos de la mama;Hombres;Pontevedra;0
079 Enfermedades de los órganos genitales femeninos y trastornos de la mama;Hombres;Rioja, La;0
079 Enfermedades de los órganos genitales femeninos y trastornos de la mama;Hombres;Salamanca;0
079 Enfermedades de los órganos genitales femeninos y trastornos de la mama;Hombres;Santa Cruz de Tenerife;0
079 Enfermedades de los órganos genitales femeninos y trastornos de la mama;Hombres;Segovia;0
079 Enfermedades de los órganos genitales femeninos y trastornos de la mama;Hombres;Sevilla;0
079 Enfermedades de los órganos genitales femeninos y trastornos de la mama;Hombres;Soria;0
079 Enfermedades de los órganos genitales femeninos y trastornos de la mama;Hombres;Tarragona;0
079 Enfermedades de los órganos genitales femeninos y trastornos de la mama;Hombres;Teruel;0
079 Enfermedades de los órganos genitales femeninos y trastornos de la mama;Hombres;Toledo;0
079 Enfermedades de los órganos genitales femeninos y trastornos de la mama;Hombres;Valencia/València;0
079 Enfermedades de los órganos genitales femeninos y trastornos de la mama;Hombres;Valladolid;0
079 Enfermedades de los órganos genitales femeninos y trastornos de la mama;Hombres;Zamora;0
079 Enfermedades de los órganos genitales femeninos y trastornos de la mama;Hombres;Zaragoza;0
079 Enfermedades de los órganos genitales femeninos y trastornos de la mama;Hombres;Ceuta;0
079 Enfermedades de los órganos genitales femeninos y trastornos de la mama;Hombres;Melilla;0
079 Enfermedades de los órganos genitales femeninos y trastornos de la mama;Mujeres;Total;59
079 Enfermedades de los órganos genitales femeninos y trastornos de la mama;Mujeres;Albacete;0
079 Enfermedades de los órganos genitales femeninos y trastornos de la mama;Mujeres;Alicante/Alacant;2
079 Enfermedades de los órganos genitales femeninos y trastornos de la mama;Mujeres;Almería;2
079 Enfermedades de los órganos genitales femeninos y trastornos de la mama;Mujeres;Araba/Alava;0
079 Enfermedades de los órganos genitales femeninos y trastornos de la mama;Mujeres;Asturias;4
079 Enfermedades de los órganos genitales femeninos y trastornos de la mama;Mujeres;Avila;0
079 Enfermedades de los órganos genitales femeninos y trastornos de la mama;Mujeres;Badajoz;2
079 Enfermedades de los órganos genitales femeninos y trastornos de la mama;Mujeres;Balears, Illes;1
079 Enfermedades de los órganos genitales femeninos y trastornos de la mama;Mujeres;Barcelona;6
079 Enfermedades de los órganos genitales femeninos y trastornos de la mama;Mujeres;Bizkaia;2
079 Enfermedades de los órganos genitales femeninos y trastornos de la mama;Mujeres;Burgos;1
079 Enfermedades de los órganos genitales femeninos y trastornos de la mama;Mujeres;Cáceres;0
079 Enfermedades de los órganos genitales femeninos y trastornos de la mama;Mujeres;Cádiz;0
079 Enfermedades de los órganos genitales femeninos y trastornos de la mama;Mujeres;Cantabria;1
079 Enfermedades de los órganos genitales femeninos y trastornos de la mama;Mujeres;Castellón/Castelló;1
079 Enfermedades de los órganos genitales femeninos y trastornos de la mama;Mujeres;Ciudad Real;0
079 Enfermedades de los órganos genitales femeninos y trastornos de la mama;Mujeres;Córdoba;1
079 Enfermedades de los órganos genitales femeninos y trastornos de la mama;Mujeres;Coruña, A;0
079 Enfermedades de los órganos genitales femeninos y trastornos de la mama;Mujeres;Cuenca;1
079 Enfermedades de los órganos genitales femeninos y trastornos de la mama;Mujeres;Gipuzkoa;0
079 Enfermedades de los órganos genitales femeninos y trastornos de la mama;Mujeres;Girona;2
079 Enfermedades de los órganos genitales femeninos y trastornos de la mama;Mujeres;Granada;0
079 Enfermedades de los órganos genitales femeninos y trastornos de la mama;Mujeres;Guadalajara;0
079 Enfermedades de los órganos genitales femeninos y trastornos de la mama;Mujeres;Huelva;1
079 Enfermedades de los órganos genitales femeninos y trastornos de la mama;Mujeres;Huesca;0
079 Enfermedades de los órganos genitales femeninos y trastornos de la mama;Mujeres;Jaén;2
079 Enfermedades de los órganos genitales femeninos y trastornos de la mama;Mujeres;León;3
079 Enfermedades de los órganos genitales femeninos y trastornos de la mama;Mujeres;Lleida;0
079 Enfermedades de los órganos genitales femeninos y trastornos de la mama;Mujeres;Lugo;0
079 Enfermedades de los órganos genitales femeninos y trastornos de la mama;Mujeres;Madrid;5
079 Enfermedades de los órganos genitales femeninos y trastornos de la mama;Mujeres;Málaga;1
079 Enfermedades de los órganos genitales femeninos y trastornos de la mama;Mujeres;Murcia;0
079 Enfermedades de los órganos genitales femeninos y trastornos de la mama;Mujeres;Navarra;0
079 Enfermedades de los órganos genitales femeninos y trastornos de la mama;Mujeres;Ourense;1
079 Enfermedades de los órganos genitales femeninos y trastornos de la mama;Mujeres;Palencia;0
079 Enfermedades de los órganos genitales femeninos y trastornos de la mama;Mujeres;Palmas, Las;2
079 Enfermedades de los órganos genitales femeninos y trastornos de la mama;Mujeres;Pontevedra;2
079 Enfermedades de los órganos genitales femeninos y trastornos de la mama;Mujeres;Rioja, La;0
079 Enfermedades de los órganos genitales femeninos y trastornos de la mama;Mujeres;Salamanca;1
079 Enfermedades de los órganos genitales femeninos y trastornos de la mama;Mujeres;Santa Cruz de Tenerife;1
079 Enfermedades de los órganos genitales femeninos y trastornos de la mama;Mujeres;Segovia;0
079 Enfermedades de los órganos genitales femeninos y trastornos de la mama;Mujeres;Sevilla;1
079 Enfermedades de los órganos genitales femeninos y trastornos de la mama;Mujeres;Soria;0
079 Enfermedades de los órganos genitales femeninos y trastornos de la mama;Mujeres;Tarragona;2
079 Enfermedades de los órganos genitales femeninos y trastornos de la mama;Mujeres;Teruel;0
079 Enfermedades de los órganos genitales femeninos y trastornos de la mama;Mujeres;Toledo;3
079 Enfermedades de los órganos genitales femeninos y trastornos de la mama;Mujeres;Valencia/València;5
079 Enfermedades de los órganos genitales femeninos y trastornos de la mama;Mujeres;Valladolid;0
079 Enfermedades de los órganos genitales femeninos y trastornos de la mama;Mujeres;Zamora;0
079 Enfermedades de los órganos genitales femeninos y trastornos de la mama;Mujeres;Zaragoza;2
079 Enfermedades de los órganos genitales femeninos y trastornos de la mama;Mujeres;Ceuta;1
079 Enfermedades de los órganos genitales femeninos y trastornos de la mama;Mujeres;Melilla;0
080 Otras enfermedades del sistema genitourinario;Total;Total;2817
080 Otras enfermedades del sistema genitourinario;Total;Albacete;33
080 Otras enfermedades del sistema genitourinario;Total;Alicante/Alacant;124
080 Otras enfermedades del sistema genitourinario;Total;Almería;20
080 Otras enfermedades del sistema genitourinario;Total;Araba/Alava;11
080 Otras enfermedades del sistema genitourinario;Total;Asturias;114
080 Otras enfermedades del sistema genitourinario;Total;Avila;13
080 Otras enfermedades del sistema genitourinario;Total;Badajoz;63
080 Otras enfermedades del sistema genitourinario;Total;Balears, Illes;48
080 Otras enfermedades del sistema genitourinario;Total;Barcelona;235
080 Otras enfermedades del sistema genitourinario;Total;Bizkaia;58
080 Otras enfermedades del sistema genitourinario;Total;Burgos;26
080 Otras enfermedades del sistema genitourinario;Total;Cáceres;30
080 Otras enfermedades del sistema genitourinario;Total;Cádiz;74
080 Otras enfermedades del sistema genitourinario;Total;Cantabria;41
080 Otras enfermedades del sistema genitourinario;Total;Castellón/Castelló;54
080 Otras enfermedades del sistema genitourinario;Total;Ciudad Real;75
080 Otras enfermedades del sistema genitourinario;Total;Córdoba;36
080 Otras enfermedades del sistema genitourinario;Total;Coruña, A;69
080 Otras enfermedades del sistema genitourinario;Total;Cuenca;17
080 Otras enfermedades del sistema genitourinario;Total;Gipuzkoa;21
080 Otras enfermedades del sistema genitourinario;Total;Girona;25
080 Otras enfermedades del sistema genitourinario;Total;Granada;50
080 Otras enfermedades del sistema genitourinario;Total;Guadalajara;23
080 Otras enfermedades del sistema genitourinario;Total;Huelva;28
080 Otras enfermedades del sistema genitourinario;Total;Huesca;16
080 Otras enfermedades del sistema genitourinario;Total;Jaén;25
080 Otras enfermedades del sistema genitourinario;Total;León;47
080 Otras enfermedades del sistema genitourinario;Total;Lleida;27
080 Otras enfermedades del sistema genitourinario;Total;Lugo;32
080 Otras enfermedades del sistema genitourinario;Total;Madrid;357
080 Otras enfermedades del sistema genitourinario;Total;Málaga;75
080 Otras enfermedades del sistema genitourinario;Total;Murcia;110
080 Otras enfermedades del sistema genitourinario;Total;Navarra;28
080 Otras enfermedades del sistema genitourinario;Total;Ourense;32
080 Otras enfermedades del sistema genitourinario;Total;Palencia;17
080 Otras enfermedades del sistema genitourinario;Total;Palmas, Las;67
080 Otras enfermedades del sistema genitourinario;Total;Pontevedra;63
080 Otras enfermedades del sistema genitourinario;Total;Rioja, La;18
080 Otras enfermedades del sistema genitourinario;Total;Salamanca;32
080 Otras enfermedades del sistema genitourinario;Total;Santa Cruz de Tenerife;60
080 Otras enfermedades del sistema genitourinario;Total;Segovia;9
080 Otras enfermedades del sistema genitourinario;Total;Sevilla;100
080 Otras enfermedades del sistema genitourinario;Total;Soria;12
080 Otras enfermedades del sistema genitourinario;Total;Tarragona;44
080 Otras enfermedades del sistema genitourinario;Total;Teruel;12
080 Otras enfermedades del sistema genitourinario;Total;Toledo;60
080 Otras enfermedades del sistema genitourinario;Total;Valencia/València;173
080 Otras enfermedades del sistema genitourinario;Total;Valladolid;41
080 Otras enfermedades del sistema genitourinario;Total;Zamora;16
